cluster	chr	start	end	strand	dominant_tss	tags	tags.dominant_tss	q_0.1	q_0.9	interquantile_width	gene
1137	chrII	408373	408394	+	408394	1.55202	1.241616	408373	408394	22	YBR083W
1138	chrII	408859	408990	+	408894	14.89939	2.172827	408868	408956	89	YBR083W
1140	chrII	409076	409196	+	409122	91.25875	21.728273	409093	409169	77	YBR083W
1141	chrII	409385	409457	+	409399	10.553735	3.724847	409396	409438	43	NA
1142	chrII	409796	409858	+	409804	4.966464	0.931212	409796	409858	63	NA
1143	chrII	409916	409926	+	409916	3.10404	1.241616	409916	409919	4	NA
1144	chrII	410161	410208	+	410163	9.001713	4.966462	410163	410180	18	NA
3323	chrII	414478	414753	-	414544	716.41222	153.339527	414495	414692	198	NA
3325	chrII	415270	415389	-	415283	21289.051531	9081.176518	415271	415293	23	YBR084C-A
3326	chrII	415432	415522	-	415494	68.599266	35.696449	415440	415494	55	YBR084C-A
1146	chrII	410936	411040	+	411040	1821.13969	956.354418	410971	411040	70	YBR084W
1151	chrII	412383	412512	+	412469	37.248472	7.13929	412395	412470	76	NA
1155	chrII	413025	413647	+	413377	67.668068	6.518482	413110	413558	449	NA
3333	chrII	419174	419585	-	419193	10656.165918	6283.506161	419193	419225	33	YBR085C-A
3335	chrII	419616	419646	-	419632	9.622522	4.035251	419616	419632	17	YBR085C-A
3336	chrII	419680	419860	-	419810	28.867566	6.208078	419697	419834	138	YBR085C-A
3337	chrII	420043	420082	-	420043	1.241616	0.620808	420043	420082	40	YBR085C-A
1157	chrII	415827	415951	+	415908	331.200969	61.149568	415879	415921	43	YBR085W
3338	chrII	420368	420713	-	420622	78.221795	10.864137	420500	420708	209	NA
3339	chrII	420748	420793	-	420779	37.248472	18.003426	420761	420781	21	NA
3341	chrII	421011	421546	-	421423	73.565738	10.553733	421070	421515	446	NA
3346	chrII	422144	422423	-	422363	52.458268	11.17454	422207	422405	199	NA
3349	chrII	423050	423383	-	423344	1535.878513	187.173552	423201	423358	158	YBR086C
1173	chrII	423302	423411	+	423353	16.761813	3.104039	423311	423384	74	YBR087W
1174	chrII	423568	423586	+	423586	2.172827	1.862423	423568	423586	19	YBR087W
1175	chrII	423727	423773	+	423754	374.347107	184.690321	423735	423765	31	YBR087W
1177	chrII	424176	424293	+	424191	10.553735	1.862423	424191	424286	96	NA
3354	chrII	425799	425891	-	425806	982.738752	336.788232	425799	425828	30	YBR088C
3355	chrII	426094	426149	-	426127	2.483232	0.931212	426094	426149	56	YBR088C
3356	chrII	426268	426545	-	426402	89.396329	11.17454	426297	426487	191	NA
3357	chrII	426653	426798	-	426748	184.379923	49.664624	426701	426798	98	NA
3358	chrII	426887	426955	-	426899	1921.710549	1214.610463	426899	426912	14	YBR089C-A
3359	chrII	427338	427345	-	427339	2.483232	1.55202	427338	427345	8	YBR090C
3360	chrII	427482	427560	-	427525	486.402915	272.224221	427503	427525	23	YBR091C
3363	chrII	428171	428290	-	428290	13.968179	3.414443	428196	428290	95	NA
3364	chrII	428433	428592	-	428446	18.624238	3.414443	428446	428545	100	NA
3367	chrII	429101	429250	-	429130	650.606579	209.833037	429115	429132	18	YBR092C
3368	chrII	429374	429415	-	429415	1.55202	0.620808	429374	429415	42	YBR092C
3371	chrII	430024	430357	-	430210	93.12118	11.795348	430053	430297	245	NA
3374	chrII	430676	430873	-	430795	31.040394	6.208078	430699	430822	124	NA
3375	chrII	430971	431104	-	430998	964.114518	269.430586	430983	430998	16	YBR093C
3376	chrII	431178	431315	-	431223	19.245042	4.966462	431201	431270	70	YBR093C
3377	chrII	431394	431429	-	431398	9.001714	3.724847	431394	431427	34	YBR093C
3378	chrII	431538	431552	-	431538	1.241616	0.620808	431538	431552	15	YBR093C
3379	chrII	431724	431870	-	431821	40.042106	11.17454	431760	431831	72	YBR093C
1189	chrII	431497	431511	+	431497	2.172828	0.620808	431497	431511	15	YBR094W
1190	chrII	431918	432012	+	431970	250.49595	56.803914	431967	431985	19	YBR094W
1195	chrII	433155	433201	+	433157	5.587271	2.793635	433156	433201	46	NA
3386	chrII	435671	435752	-	435738	336.167428	160.789221	435701	435738	38	YBR095C
1203	chrII	435899	435999	+	435939	931.522111	376.519932	435935	435972	38	YBR096W
1204	chrII	436046	436256	+	436093	25.142721	7.13929	436057	436243	187	NA
1207	chrII	436855	436941	+	436920	344.237931	88.775516	436891	436920	30	YBR097W
1219	chrII	441443	441539	+	441517	76.04896	18.31383	441467	441517	51	NA
1222	chrII	441953	442022	+	441972	4.966463	1.862423	441963	442022	60	NA
1224	chrII	442432	442450	+	442432	2.172828	1.55202	442432	442450	19	NA
1227	chrII	442799	442890	+	442819	3.10404	1.241616	442819	442868	50	NA
3393	chrII	444240	444433	-	444395	28.867569	4.656059	444298	444427	130	NA
3394	chrII	444470	444615	-	444543	19.865853	6.208078	444522	444586	65	NA
3395	chrII	444651	444790	-	444717	712.376959	227.215655	444697	444755	59	YBR101C
3399	chrII	446294	446421	-	446329	3.414444	0.620808	446298	446413	116	NA
3404	chrII	447343	447477	-	447401	133.784085	62.08078	447358	447401	44	YBR102C
3405	chrII	447548	447552	-	447552	2.172828	1.55202	447548	447552	5	YBR102C
1232	chrII	447481	447644	+	447592	129.438431	30.109178	447534	447592	59	YBR103W
1233	chrII	447686	447826	+	447741	28.557163	3.414443	447687	447775	89	NA
1235	chrII	448063	448074	+	448074	3.414444	1.55202	448064	448074	11	NA
1238	chrII	449537	449620	+	449607	120.436715	36.938064	449575	449607	33	YBR104W
1239	chrII	449935	450002	+	449956	8.691311	2.483231	449937	449997	61	NA
1240	chrII	450039	450123	+	450058	9.001714	3.104039	450058	450119	62	NA
1241	chrII	450267	450268	+	450267	4.345655	2.793635	450267	450268	2	NA
3411	chrII	451311	451848	-	451723	174.757413	16.451407	451477	451751	275	NA
3412	chrII	451982	452130	-	452009	624.532654	145.269026	451992	452038	47	YBR105C
1243	chrII	452146	452228	+	452175	8.070503	3.104039	452158	452215	58	YBR106W
1245	chrII	452520	452646	+	452622	1921.710552	503.164723	452583	452630	48	YBR106W
1246	chrII	452778	452977	+	452894	262.60171	26.384332	452818	452948	131	NA
3416	chrII	453972	454017	-	454017	8.070502	3.104039	453984	454017	34	NA
3417	chrII	454206	454276	-	454222	5.587272	1.241616	454214	454267	54	NA
3419	chrII	454497	454664	-	454551	175.378213	44.077354	454507	454611	105	YBR107C
1250	chrII	454318	454386	+	454342	9.001715	4.656059	454327	454378	52	YBR108W
1251	chrII	454728	454827	+	454782	275.328265	46.560585	454774	454815	42	YBR108W
1254	chrII	455267	455371	+	455352	6.828888	1.55202	455269	455353	85	NA
1260	chrII	456180	456366	+	456243	6.828888	1.55202	456204	456320	117	NA
3420	chrII	457955	458305	-	457979	241.183845	27.315543	457979	458249	271	NA
3422	chrII	458399	458454	-	458406	6863.030249	4193.867102	458401	458416	16	YBR109C
1266	chrII	458132	458137	+	458132	1.241616	0.620808	458132	458137	6	YBR109W-A
1267	chrII	458601	458727	+	458692	249.56474	50.90624	458657	458712	56	YBR110W
1268	chrII	458759	458865	+	458824	676.680508	287.123608	458821	458848	28	YBR110W
1270	chrII	458926	459211	+	459178	34.765242	5.276866	458934	459178	245	NA
3425	chrII	461510	461606	-	461551	554.381372	189.035976	461512	461551	40	NA
3426	chrII	461683	461764	-	461702	177.551034	63.011992	461699	461764	66	NA
3427	chrII	461814	462049	-	461865	4700.135872	1602.615339	461827	461871	45	NA
3428	chrII	462101	462140	-	462125	1.241616	0.620808	462101	462140	40	YBR111C
3429	chrII	462606	462621	-	462619	1.55202	0.620808	462606	462621	16	YBR111C
1274	chrII	461811	461909	+	461841	6.20808	1.241616	461831	461898	68	YBR111W-A
1276	chrII	461970	462312	+	462102	1346.221732	198.658496	462098	462187	90	YBR111W-A
3430	chrII	462982	463180	-	463136	33.834031	4.966462	463034	463162	129	NA
3431	chrII	463212	463389	-	463305	16.141005	8.380905	463256	463377	122	NA
3435	chrII	463549	463982	-	463938	131.921666	28.246755	463706	463972	267	NA
3436	chrII	464014	464151	-	464111	17.072218	2.793635	464099	464130	32	NA
3445	chrII	465900	465999	-	465972	780.045009	258.876853	465927	465972	46	YBR112C
3446	chrII	466106	466194	-	466164	21.107468	4.035251	466117	466194	78	YBR112C
3447	chrII	466261	466299	-	466299	6.828887	3.104039	466266	466299	34	YBR112C
1279	chrII	465844	465890	+	465870	1.862424	0.620808	465844	465890	47	NA
1281	chrII	466699	466722	+	466709	6.518482	2.793635	466706	466719	14	YBR114W
1282	chrII	467114	467658	+	467160	297.056546	42.525334	467155	467374	220	YBR114W
3458	chrII	471789	471939	-	471832	12.726563	2.172827	471809	471887	79	NA
3464	chrII	473153	473235	-	473216	11.484946	7.13929	473160	473217	58	NA
3468	chrII	473861	474099	-	474043	528.928256	72.324109	473959	474043	85	YBR115C
3469	chrII	474200	474225	-	474219	1.241616	0.620808	474200	474225	26	YBR115C
3470	chrII	474760	474802	-	474802	2.172828	1.241616	474760	474802	43	YBR116C
3472	chrII	474964	475141	-	475069	4.345656	0.620808	474993	475132	140	YBR116C
3473	chrII	475171	475192	-	475180	2.793636	1.55202	475171	475192	22	YBR116C
3479	chrII	476472	476516	-	476478	879.684654	574.55762	476472	476489	18	YBR117C
3481	chrII	476846	476860	-	476846	1.55202	1.241616	476846	476860	15	YBR117C
3482	chrII	477011	477064	-	477052	5.276868	1.241616	477030	477063	34	YBR117C
3483	chrII	477297	477362	-	477351	19.245042	8.380905	477328	477362	35	YBR117C
1288	chrII	476742	476776	+	476742	2.172828	0.620808	476742	476776	35	YBR118W
1289	chrII	476829	477005	+	476875	45.318972	8.380905	476870	476960	91	YBR118W
1290	chrII	477140	477175	+	477151	3.414444	0.931212	477151	477169	19	YBR118W
1291	chrII	477403	477489	+	477419	6.828887	2.793635	477409	477489	81	YBR118W
1292	chrII	477528	477649	+	477649	68527.55875	45271.167296	477636	477649	14	YBR118W
1297	chrII	478997	479020	+	479006	2.172828	0.931212	478997	479020	24	YBR119W
1298	chrII	479245	479338	+	479301	144.958626	39.110891	479282	479320	39	YBR119W
1299	chrII	479411	479529	+	479465	13.34737	2.172827	479420	479514	95	NA
1300	chrII	479685	479779	+	479731	20.48666	3.414443	479687	479771	85	NA
1301	chrII	479817	479910	+	479910	6.20808	1.55202	479846	479910	65	NA
3489	chrII	480958	481071	-	480993	665.195561	252.668775	480992	481014	23	YBR120C
3490	chrII	481669	482004	-	481764	99.950068	12.105752	481761	481965	205	YBR120C
3497	chrII	483415	483593	-	483434	8560.008382	1260.239837	483415	483527	113	YBR121C
3491	chrII	482048	482470	-	482214	70.7721	14.278579	482163	482360	198	NA
3493	chrII	482673	482838	-	482729	13.657775	2.483231	482690	482799	110	YBR121C-A
3494	chrII	482921	483017	-	482997	54.631091	12.105752	482946	482997	52	NA
3495	chrII	483052	483185	-	483118	263.843323	108.330961	483074	483177	104	NA
3496	chrII	483221	483333	-	483251	521.168156	174.446992	483250	483293	44	NA
3499	chrII	484192	484444	-	484307	186.552757	26.384332	484250	484429	180	NA
3500	chrII	484523	484564	-	484543	794.323586	333.994597	484531	484552	22	YBR122C
3501	chrII	485085	485142	-	485115	4.966464	1.55202	485113	485138	26	NA
3502	chrII	485283	485351	-	485304	3.724848	0.620808	485286	485350	65	NA
3504	chrII	485675	485747	-	485695	4.65606	0.620808	485677	485745	69	NA
3505	chrII	485868	485926	-	485912	5.587271	1.862423	485889	485923	35	NA
3507	chrII	486683	486798	-	486754	102.122887	39.421295	486709	486759	51	YBR123C
1308	chrII	486024	486041	+	486026	2.172828	1.241616	486024	486041	18	YBR124W
3509	chrII	487608	487693	-	487608	9.932928	1.241616	487608	487684	77	NA
3512	chrII	488309	488386	-	488341	12.416158	4.656059	488317	488376	60	NA
3513	chrII	488518	488587	-	488568	288.67563	55.251894	488540	488570	31	YBR125C
3514	chrII	488731	488766	-	488731	2.793636	0.931212	488731	488766	36	YBR125C
3515	chrII	488919	489349	-	489060	58.045537	8.070501	488975	489318	344	NA
3516	chrII	489387	489543	-	489438	76.048961	40.042103	489432	489495	64	NA
3517	chrII	489589	490278	-	489639	242.735876	34.765237	489639	490222	584	NA
3519	chrII	490330	490351	-	490348	70.461687	38.490084	490346	490348	3	NA
3520	chrII	490449	490560	-	490463	2351.930359	602.804375	490453	490495	43	YBR126C
3522	chrII	490787	490860	-	490860	6.518483	2.483231	490802	490860	59	YBR126C
3523	chrII	491030	491121	-	491080	37.248473	7.449694	491048	491116	69	YBR126C
1316	chrII	490803	490836	+	490827	3147.805958	1813.689992	490822	490831	10	YBR126W-A
3524	chrII	491538	491808	-	491553	358.826917	146.200237	491553	491738	186	NA
3527	chrII	492841	492944	-	492871	12529.763859	2158.238321	492845	492886	42	YBR127C
3530	chrII	494065	494294	-	494176	219.455565	30.109178	494123	494192	70	YBR128C
3532	chrII	494800	495085	-	495021	33.834031	6.828886	494835	495069	235	NA
3533	chrII	495325	495449	-	495374	252.979183	76.35936	495331	495384	54	YBR129C
3534	chrII	495869	496146	-	495915	16.761815	1.862423	495915	496126	212	NA
3536	chrII	496597	496833	-	496761	59.597555	6.828886	496702	496828	127	NA
3537	chrII	496864	496953	-	496938	546.000465	142.785794	496898	496938	41	YBR130C
1323	chrII	497103	497217	+	497133	103.674908	22.349081	497119	497208	90	YBR131W
1326	chrII	497807	497879	+	497847	7.760099	2.793635	497837	497858	22	NA
3540	chrII	499873	499959	-	499881	15.209793	3.724847	499881	499943	63	NA
3543	chrII	500508	500617	-	500579	10.553734	2.793635	500533	500603	71	NA
3548	chrII	501557	501647	-	501594	319.405617	116.091059	501591	501607	17	YBR132C
3558	chrII	504230	504301	-	504248	9.622524	1.241616	504248	504301	54	NA
3559	chrII	504386	504489	-	504407	391.108919	136.88812	504407	504446	40	YBR133C
1337	chrII	504575	504584	+	504575	3.724847	2.483231	504575	504582	8	YBR135W
1338	chrII	504732	504827	+	504760	485.782108	160.478817	504750	504797	48	YBR135W
1339	chrII	505036	505132	+	505080	48.733416	22.038677	505075	505118	44	NA
1340	chrII	505573	505668	+	505623	206.108196	36.938064	505617	505668	52	YBR136W
1353	chrII	512478	512538	+	512485	5.587271	2.172827	512478	512538	61	NA
1354	chrII	512650	512796	+	512705	5.587272	1.241616	512652	512773	122	YBR137W
1355	chrII	512899	512991	+	512982	983.359561	297.366937	512943	512991	49	YBR137W
1356	chrII	513089	513395	+	513247	127.265611	17.382618	513129	513367	239	NA
3569	chrII	515123	515304	-	515280	12.726563	1.862423	515155	515298	144	NA
3570	chrII	515334	515528	-	515366	150.5459	33.834025	515362	515425	64	YBR138C
1358	chrII	515602	515666	+	515656	1629.620481	623.291033	515652	515659	8	YBR139W
1359	chrII	515760	516109	+	515950	35.696457	4.345655	515831	516055	225	NA
3619	chrII	526891	526961	-	526928	1311.456481	292.400474	526918	526939	22	YBR140C
3621	chrII	527855	527879	-	527855	1.241616	0.931212	527855	527879	25	NA
3622	chrII	527979	528095	-	528041	48.423011	9.622521	528041	528083	43	YBR141C
1366	chrII	527125	527261	+	527184	70.461688	23.9011	527137	527211	75	NA
1367	chrII	528166	528293	+	528270	518.68492	271.293009	528241	528270	30	YBR142W
1374	chrII	529375	529682	+	529589	11.174543	1.862423	529412	529666	255	NA
3623	chrII	530967	531648	-	530984	157.685201	19.555446	530976	531524	549	NA
3626	chrII	531981	532098	-	531997	41.594124	11.484944	531996	532065	70	NA
3627	chrII	532186	532313	-	532204	2008.002843	504.716742	532204	532271	68	YBR143C
3628	chrII	532948	533086	-	533007	17.38262	11.17454	533007	533057	51	YBR143C
3629	chrII	533223	533317	-	533274	6.518483	1.862423	533226	533301	76	NA
3630	chrII	533350	533525	-	533390	21.728278	2.793635	533366	533460	95	NA
1379	chrII	533149	533193	+	533149	1.241616	0.620808	533149	533193	45	YBR145W
1380	chrII	533453	533563	+	533499	4.966464	1.241616	533475	533550	76	YBR145W
1381	chrII	533644	533721	+	533706	608.702051	360.999736	533706	533721	16	YBR145W
1382	chrII	533810	533934	+	533843	30.419586	7.13929	533827	533920	94	NA
1383	chrII	533964	534026	+	534018	19.245045	2.793635	533976	534018	43	NA
1384	chrII	534200	534420	+	534363	78.842598	10.864137	534303	534416	114	NA
1386	chrII	535162	535257	+	535188	536.998754	169.790934	535182	535232	51	YBR146W
1387	chrII	535289	535545	+	535542	22.038681	4.966462	535290	535542	253	NA
1391	chrII	536416	536583	+	536550	177.551039	42.835738	536435	536550	116	YBR147W
1395	chrII	537693	537740	+	537709	9.001715	3.104039	537693	537721	29	YBR148W
1396	chrII	538134	538214	+	538148	2.793636	0.620808	538134	538214	81	NA
1397	chrII	538302	538368	+	538314	3.414444	1.241616	538302	538341	40	NA
1399	chrII	538457	538563	+	538550	17.693025	3.724847	538488	538563	76	NA
1400	chrII	538707	538767	+	538734	11.484947	3.724847	538724	538763	40	NA
1401	chrII	539036	539046	+	539046	1.241616	0.931212	539036	539046	11	NA
1402	chrII	539242	539246	+	539246	1.862424	1.55202	539242	539246	5	NA
1403	chrII	539322	539364	+	539347	2.793636	1.241616	539322	539364	43	NA
1404	chrII	539460	539522	+	539477	19.245044	4.345655	539460	539490	31	NA
1405	chrII	539860	540642	+	539943	2469.883866	370.932661	539922	540023	102	YBR149W
3643	chrII	541641	541773	-	541734	8.380908	1.55202	541652	541744	93	NA
3656	chrII	544495	544565	-	544506	264.153721	92.810766	544499	544524	26	YBR150C
3657	chrII	544740	544788	-	544749	15.520196	7.760098	544740	544749	10	YBR150C
3658	chrII	544908	544974	-	544964	4.65606	1.55202	544921	544970	50	YBR150C
1409	chrII	544799	545016	+	544882	1346.842534	285.881993	544876	544955	80	YBR151W
1410	chrII	545048	545255	+	545095	76.35937	15.520195	545061	545199	139	NA
1414	chrII	546113	546154	+	546154	1.55202	0.931212	546113	546154	42	YBR152W
1415	chrII	546285	546440	+	546378	40.042108	6.208078	546307	546409	103	NA
1416	chrII	546497	546673	+	546560	17.07222	1.55202	546511	546652	142	NA
1417	chrII	546734	546781	+	546775	3.414444	1.55202	546734	546775	42	NA
1418	chrII	546987	547049	+	547021	2.793636	0.620808	546987	547049	63	YBR153W
1419	chrII	547367	547421	+	547396	76.980168	19.86585	547386	547413	28	YBR153W
1420	chrII	547645	547715	+	547699	2.483232	0.620808	547645	547715	71	NA
1421	chrII	547887	547955	+	547937	22.659487	9.932925	547927	547951	25	NA
3667	chrII	548857	548994	-	548930	47.802206	16.761811	548878	548936	59	NA
3668	chrII	549061	549167	-	549100	2004.277993	699.339988	549092	549132	41	YBR154C
3669	chrII	549511	549534	-	549532	15.520196	11.795348	549520	549532	13	YBR154C
1422	chrII	549231	549256	+	549235	2.793636	1.55202	549231	549256	26	YBR155W
1423	chrII	549667	549756	+	549734	400.110632	79.152995	549674	549751	78	YBR155W
1424	chrII	549927	550321	+	550096	56.803921	8.691309	549975	550290	316	NA
1427	chrII	550599	550811	+	550751	12.105755	2.793635	550631	550792	162	NA
3673	chrII	551644	551650	-	551644	1.55202	0.620808	551644	551650	7	NA
3676	chrII	552325	552343	-	552325	1.55202	0.931212	552325	552343	19	NA
3677	chrII	552482	552549	-	552549	2.172828	1.241616	552482	552549	68	NA
3680	chrII	553124	553266	-	553255	43.456551	13.657772	553213	553255	43	YBR156C
3682	chrII	553817	553915	-	553915	15.830602	7.13929	553842	553915	74	NA
3684	chrII	554306	554400	-	554382	187.173557	29.488371	554310	554392	83	YBR157C
3685	chrII	554432	554518	-	554500	12.726564	1.55202	554439	554515	77	YBR157C
3686	chrII	554561	554628	-	554602	14.278581	5.58727	554577	554628	52	YBR157C
3689	chrII	554750	555269	-	555139	108.330971	11.795348	554832	555231	400	YBR157C
1439	chrII	555801	555888	+	555804	3.724848	0.620808	555804	555872	69	YBR158W
1440	chrII	555942	555947	+	555947	4.345655	2.793635	555944	555947	4	YBR158W
1441	chrII	555983	556311	+	556286	850.506697	573.316005	556225	556293	69	YBR158W
1442	chrII	556540	556644	+	556562	17.382621	9.001713	556562	556635	74	NA
1445	chrII	557266	557495	+	557366	33.213219	2.793635	557286	557424	139	NA
1450	chrII	558592	558673	+	558644	1761.231733	663.333136	558630	558665	36	YBR159W
1453	chrII	559231	559403	+	559402	48.423013	9.312117	559282	559402	121	NA
1454	chrII	559892	560067	+	560000	584.490553	99.329248	559947	560028	82	YBR160W
1455	chrII	560111	560228	+	560226	16.451409	4.966462	560120	560226	107	NA
1458	chrII	561249	561911	+	561416	464.053848	34.144429	561416	561631	216	YBR161W
3705	chrII	563197	563771	-	563645	139.371376	9.932925	563215	563668	454	NA
3708	chrII	564408	564604	-	564591	109.262181	28.246755	564435	564591	157	YBR162C
3709	chrII	564647	564917	-	564706	4338.515334	1258.687817	564706	564808	103	YBR162C
1467	chrII	564771	564864	+	564854	27.936353	15.830599	564843	564859	17	YBR162W-A
1468	chrII	564970	565019	+	564985	156.133165	47.491797	564985	565016	32	YBR162W-A
1469	chrII	565165	565230	+	565214	7106.697307	1773.647888	565192	565220	29	YBR162W-A
1470	chrII	565596	565894	+	565621	356.654093	62.701588	565610	565747	138	YBR163W
1471	chrII	565929	566054	+	566054	16.761813	3.104039	565971	566054	84	NA
3715	chrII	568302	568576	-	568535	2578.835614	661.160308	568487	568548	62	YBR164C
1477	chrII	568708	568805	+	568765	422.770119	163.89326	568760	568768	9	YBR165W
1478	chrII	568866	569050	+	568970	24.832316	4.966462	568878	569013	136	NA
1480	chrII	569172	569416	+	569336	17.693027	2.793635	569226	569353	128	NA
3721	chrII	571086	571142	-	571088	57.424723	40.973315	571088	571127	40	NA
3722	chrII	571220	571310	-	571243	741.554923	548.483692	571241	571246	6	YBR166C
3723	chrII	571685	571687	-	571685	1.241616	0.931212	571685	571687	3	YBR166C
3724	chrII	571885	571965	-	571926	444.187986	105.537326	571899	571932	34	YBR167C
3725	chrII	572080	572167	-	572090	68.288861	11.17454	572090	572142	53	YBR167C
3726	chrII	572219	572360	-	572298	24.211508	3.104039	572277	572336	60	YBR167C
3727	chrII	572460	572502	-	572460	1.241616	0.310404	572460	572502	43	YBR167C
1481	chrII	571376	571447	+	571410	15.830601	3.104039	571381	571437	57	YBR168W
1483	chrII	571780	571801	+	571799	1.55202	0.620808	571780	571801	22	YBR168W
1484	chrII	571993	572180	+	572055	110.193388	14.588983	572033	572091	59	YBR168W
1485	chrII	572214	572284	+	572244	106.778946	43.76695	572244	572266	23	YBR168W
1486	chrII	572419	572441	+	572441	2.483232	1.55202	572419	572441	23	NA
3729	chrII	574092	574719	-	574598	115.780672	28.867563	574238	574598	361	NA
3736	chrII	575994	576127	-	576015	779.113794	140.302563	576011	576030	20	YBR169C
3742	chrII	577600	578029	-	577996	64.25362	7.449694	577675	577997	323	NA
3743	chrII	578086	578180	-	578136	769.18087	430.219806	578106	578141	36	YBR170C
3744	chrII	578531	578531	-	578531	1.241616	1.241616	578531	578531	1	YBR170C
1493	chrII	578286	578352	+	578338	892.721623	351.066812	578321	578340	20	YBR171W
1494	chrII	578440	578748	+	578487	35.075649	3.414443	578487	578746	260	NA
3746	chrII	579577	579596	-	579595	2.483232	1.55202	579577	579596	20	NA
3747	chrII	579825	579848	-	579825	2.793636	1.241616	579825	579848	24	NA
3748	chrII	579977	579996	-	579995	5.587271	3.414443	579977	579995	19	NA
3750	chrII	580088	580292	-	580269	50.906248	5.897674	580154	580276	123	NA
3751	chrII	580333	580481	-	580369	73.87613	29.798774	580368	580439	72	NA
3752	chrII	580674	580676	-	580676	3.414443	2.483231	580675	580676	2	NA
3754	chrII	581219	581279	-	581241	3.414444	1.55202	581241	581272	32	NA
3755	chrII	581402	581501	-	581467	97.156423	31.350794	581430	581483	54	YBR172C
3757	chrII	582053	582089	-	582058	79.773805	55.872702	582055	582060	6	NA
3758	chrII	582176	582226	-	582194	2756.697046	741.244515	582183	582215	33	YBR173C
3759	chrII	583367	583429	-	583402	8.380906	3.414443	583378	583402	25	YBR174C
1496	chrII	581663	581756	+	581756	17.693025	4.656059	581683	581756	74	YBR175W
1497	chrII	582322	582605	+	582369	113.297432	16.451407	582369	582460	92	YBR175W
1501	chrII	582688	582797	+	582785	5.897676	0.931212	582698	582792	95	NA
1502	chrII	582891	582974	+	582893	2.793636	0.620808	582891	582974	84	NA
1504	chrII	583586	583699	+	583602	85.050673	18.31383	583602	583699	98	YBR176W
1505	chrII	583786	583842	+	583813	4.966463	2.172827	583786	583842	57	NA
1507	chrII	584197	584271	+	584198	4.65606	0.931212	584197	584255	59	NA
3764	chrII	585542	585697	-	585678	16.141004	4.345655	585580	585678	99	NA
3765	chrII	585826	585891	-	585861	17.38262	7.13929	585860	585887	28	NA
3767	chrII	586139	586280	-	586195	732.242805	144.02741	586165	586223	59	YBR177C
1509	chrII	585926	586005	+	585957	4.65606	1.55202	585926	585999	74	YBR178W
3777	chrII	588913	588930	-	588926	7.139291	3.724847	588917	588926	10	NA
3778	chrII	589128	589239	-	589173	317.853599	66.116031	589169	589208	40	YBR179C
1511	chrII	589385	589423	+	589397	5.276868	1.55202	589394	589411	18	YBR180W
1512	chrII	589644	589673	+	589644	1.241616	0.310404	589644	589673	30	YBR180W
1514	chrII	591307	591310	+	591307	1.241616	0.931212	591307	591310	4	NA
3784	chrII	592782	592907	-	592799	29466.021485	12418.01845	592790	592813	24	YBR181C
3785	chrII	593446	593468	-	593468	1.55202	1.241616	593446	593468	23	YBR181C
3786	chrII	593650	593661	-	593661	1.241616	0.620808	593650	593661	12	NA
3787	chrII	593918	593981	-	593981	2.793636	0.931212	593918	593981	64	NA
3790	chrII	594412	594486	-	594486	2.172828	0.620808	594412	594486	75	NA
3791	chrII	594810	594866	-	594846	7.449696	1.55202	594815	594858	44	NA
3792	chrII	594946	595034	-	594976	28.246758	9.001713	594976	595026	51	YBR182C
3794	chrII	595541	595612	-	595597	15.209792	5.58727	595553	595597	45	YBR182C-A
3795	chrII	595719	595915	-	595849	19.555449	5.58727	595738	595878	141	YBR182C-A
3796	chrII	596245	596281	-	596269	3.10404	0.931212	596245	596269	25	YBR182C-A
1519	chrII	595232	595385	+	595252	8.070504	0.620808	595248	595375	128	YBR183W
1520	chrII	595844	595924	+	595906	10.24333	2.793635	595877	595916	40	YBR183W
1521	chrII	595972	596398	+	596060	1076.480739	244.598274	596018	596084	67	YBR183W
1524	chrII	596866	596868	+	596866	2.172828	0.931212	596866	596868	3	YBR184W
1526	chrII	597196	597448	+	597358	49.66463	9.001713	597264	597378	115	YBR184W
1527	chrII	598605	598620	+	598606	4.345656	1.55202	598605	598620	16	NA
3798	chrII	599506	599555	-	599552	7.449696	1.55202	599520	599552	33	NA
3801	chrII	599939	600037	-	599978	339.892275	90.948343	599970	600008	39	YBR185C
3802	chrII	600319	600370	-	600351	2.483232	0.620808	600319	600370	52	YBR185C
1528	chrII	600139	600184	+	600139	9.001715	2.172827	600139	600173	35	YBR186W
1529	chrII	600457	600568	+	600547	26.384335	4.966462	600461	600547	87	YBR186W
1530	chrII	602477	602861	+	602505	610.254082	123.540752	602500	602566	67	YBR187W
1531	chrII	602906	603179	+	603004	29.177971	3.104039	602911	603058	148	NA
3804	chrII	603879	604080	-	604070	29.488375	7.13929	603928	604073	146	NA
3805	chrII	604182	604223	-	604182	708.341705	400.421032	604182	604186	5	YBR188C
1532	chrII	604391	604500	+	604485	12304.100227	3089.139619	604466	604486	21	YBR189W
1534	chrII	604860	605300	+	605110	1027.126536	153.960335	605013	605173	161	NA
1535	chrII	605621	605626	+	605622	2.172828	1.55202	605621	605626	6	YBR190W
1536	chrII	606170	606263	+	606248	19651.670954	14051.984583	606234	606248	15	YBR191W
1538	chrII	606671	606842	+	606808	263.843329	37.869276	606692	606822	131	YBR191W-A
1539	chrII	607416	607547	+	607511	157.374785	32.59241	607452	607531	80	YBR192W
